epoch,step,d_loss,g_loss,D_real,D_fake
26,49,1.373627,0.742830,0.477031,0.473018
27,1,1.365448,0.730792,0.483606,0.473838
27,2,1.367119,0.719733,0.494824,0.481097
27,3,1.373805,0.710745,0.504999,0.496921
27,4,1.402802,0.709004,0.493093,0.500848
27,5,1.410004,0.718831,0.492698,0.505259
27,6,1.404109,0.749823,0.475659,0.487662
27,7,1.402249,0.755384,0.468356,0.470851
27,8,1.388478,0.758508,0.465748,0.464353
27,9,1.387429,0.759079,0.465075,0.463583
27,10,1.375502,0.761051,0.465573,0.462593
27,11,1.377414,0.757372,0.466119,0.462157
27,12,1.381944,0.758661,0.466664,0.461995
27,13,1.387427,0.754053,0.467366,0.464329
27,14,1.395389,0.748491,0.466374,0.466267
27,15,1.390518,0.743780,0.470391,0.469174
27,16,1.387845,0.737929,0.474361,0.473650
27,17,1.381114,0.736205,0.478136,0.474953
27,18,1.389867,0.732239,0.478209,0.477141
27,19,1.382493,0.730339,0.480572,0.478499
27,20,1.381482,0.728281,0.481816,0.479866
27,21,1.379423,0.729453,0.482524,0.479665
27,22,1.386865,0.723066,0.485535,0.480116
27,23,1.376316,0.722287,0.486772,0.481655
27,24,1.375616,0.717010,0.491786,0.484401
27,25,1.375050,0.714953,0.491915,0.486152
27,26,1.374863,0.712490,0.492318,0.486623
27,27,1.375940,0.713839,0.499442,0.492496
27,28,1.373671,0.712284,0.497536,0.490530
27,29,1.384675,0.713702,0.492373,0.490452
27,30,1.379926,0.728157,0.495131,0.490616
27,31,1.389390,0.733689,0.482310,0.482144
27,32,1.383105,0.741240,0.478027,0.476770
27,33,1.386628,0.745525,0.473195,0.475563
27,34,1.386717,0.750814,0.469270,0.469869
27,35,1.390343,0.750659,0.468627,0.467191
27,36,1.383677,0.752151,0.468549,0.465759
27,37,1.386397,0.748479,0.468582,0.465512
27,38,1.377946,0.748273,0.470394,0.466958
27,39,1.376611,0.748594,0.471806,0.468987
27,40,1.380785,0.747664,0.470439,0.469885
27,41,1.386058,0.744658,0.471021,0.470037
27,42,1.384677,0.739853,0.471024,0.471528
27,43,1.372726,0.745567,0.472887,0.472270
27,44,1.391276,0.744101,0.468886,0.471320
27,45,1.395999,0.742754,0.468038,0.472814
27,46,1.386066,0.738333,0.472301,0.473603
27,47,1.393223,0.736158,0.472502,0.472958
27,48,1.381577,0.736715,0.475526,0.474633
27,49,1.375459,0.737836,0.480261,0.473950
28,1,1.373411,0.738234,0.480649,0.474557
28,2,1.364964,0.740601,0.482628,0.473525
28,3,1.364743,0.738014,0.484302,0.473297
28,4,1.365545,0.736825,0.484916,0.473757
28,5,1.346994,0.729863,0.499263,0.477831
28,6,1.345329,0.715927,0.513107,0.485987
28,7,1.388727,0.708222,0.504384,0.501385
28,8,1.392324,0.714445,0.499191,0.501911
28,9,1.389787,0.705189,0.502611,0.499242
28,10,1.420485,0.721456,0.487977,0.505645
28,11,1.403456,0.735026,0.478546,0.491116
28,12,1.391844,0.756385,0.471966,0.477647
28,13,1.377107,0.768018,0.467433,0.465023
28,14,1.372663,0.775012,0.462322,0.456188
28,15,1.364928,0.786160,0.459888,0.452134
28,16,1.371471,0.790072,0.458985,0.450388
28,17,1.366135,0.785035,0.457998,0.450451
28,18,1.378921,0.782312,0.456919,0.451589
28,19,1.379648,0.772152,0.457553,0.453727
28,20,1.383472,0.769406,0.458413,0.458243
28,21,1.397268,0.756610,0.457435,0.462785
28,22,1.400218,0.747318,0.459012,0.466695
28,23,1.396705,0.742723,0.463665,0.470769
28,24,1.389221,0.739906,0.468243,0.472692
28,25,1.383887,0.741436,0.468301,0.473080
28,26,1.382308,0.744388,0.468878,0.471956
28,27,1.391630,0.745654,0.468100,0.470261
28,28,1.389937,0.744150,0.469026,0.470146
28,29,1.369658,0.749176,0.470945,0.470330
28,30,1.386894,0.746010,0.471878,0.469086
28,31,1.373777,0.745557,0.471853,0.469784
28,32,1.387022,0.742273,0.473273,0.470826
28,33,1.379759,0.740515,0.474188,0.472079
28,34,1.378079,0.737709,0.474797,0.473100
28,35,1.375198,0.735474,0.480384,0.473738
28,36,1.364067,0.735059,0.481901,0.475010
28,37,1.376403,0.734359,0.480667,0.475820
28,38,1.371855,0.724360,0.486456,0.477534
28,39,1.371615,0.718641,0.489505,0.482449
28,40,1.386706,0.714154,0.491725,0.490858
28,41,1.381099,0.723667,0.494986,0.493077
28,42,1.378038,0.726537,0.489354,0.485196
28,43,1.382668,0.731299,0.479447,0.479138
28,44,1.394471,0.741225,0.476593,0.479870
28,45,1.383678,0.747874,0.473362,0.476201
28,46,1.375127,0.754977,0.468906,0.470421
28,47,1.401952,0.755694,0.463473,0.468049
28,48,1.387148,0.752973,0.465496,0.466915
28,49,1.374277,0.752641,0.467990,0.467809
29,1,1.374852,0.753689,0.468557,0.466714
29,2,1.388535,0.751929,0.466361,0.467345
29,3,1.385342,0.752217,0.466540,0.468033
29,4,1.384742,0.750064,0.466515,0.467519
29,5,1.376316,0.750508,0.468569,0.468287
29,6,1.387497,0.748426,0.469793,0.467930
29,7,1.379398,0.747063,0.471147,0.468071
29,8,1.383509,0.743463,0.468631,0.470485
29,9,1.382563,0.740578,0.473837,0.470528
29,10,1.376266,0.739890,0.476106,0.471336
29,11,1.382815,0.740025,0.474358,0.473000
29,12,1.386362,0.733810,0.477538,0.474171
29,13,1.385282,0.732423,0.478935,0.475925
29,14,1.378394,0.727829,0.484055,0.477942
29,15,1.377217,0.722278,0.484597,0.480724
29,16,1.370848,0.722948,0.492467,0.484094
29,17,1.368529,0.720568,0.492341,0.484285
29,18,1.364511,0.716052,0.498719,0.486867
29,19,1.377084,0.708586,0.498260,0.492127
29,20,1.387132,0.711277,0.498264,0.498408
29,21,1.372408,0.710608,0.502229,0.493789
29,22,1.377740,0.725935,0.495272,0.493295
29,23,1.379570,0.732763,0.488552,0.487170
29,24,1.393291,0.733805,0.478002,0.483007
29,25,1.385924,0.738977,0.475836,0.479568
29,26,1.392666,0.748260,0.472980,0.475123
29,27,1.380431,0.760776,0.470201,0.470617
29,28,1.389585,0.761857,0.467308,0.466913
29,29,1.376820,0.763767,0.464724,0.463921
29,30,1.383414,0.764540,0.461261,0.461704
29,31,1.387934,0.762617,0.463040,0.461829
29,32,1.385673,0.757887,0.461376,0.462039
29,33,1.386467,0.756525,0.462940,0.465322
29,34,1.385117,0.753513,0.464401,0.465448
29,35,1.384789,0.750829,0.464283,0.465645
29,36,1.392569,0.747650,0.465968,0.465217
29,37,1.388848,0.748522,0.466022,0.468311
29,38,1.387058,0.747166,0.469248,0.467422
29,39,1.382582,0.747988,0.470726,0.469031
29,40,1.376481,0.747849,0.469248,0.468929
29,41,1.374907,0.751561,0.471762,0.468248
29,42,1.371652,0.753954,0.472022,0.468462
29,43,1.389916,0.752428,0.467936,0.465049
29,44,1.380631,0.751705,0.468928,0.465325
29,45,1.383898,0.748792,0.469479,0.467116
29,46,1.381958,0.744382,0.469715,0.468098
29,47,1.388820,0.743905,0.474510,0.469660
29,48,1.385530,0.740137,0.472001,0.471628
29,49,1.372871,0.741407,0.476086,0.472514
30,1,1.373486,0.747405,0.474967,0.470842
30,2,1.383848,0.744734,0.470118,0.470099
30,3,1.391210,0.742621,0.471756,0.470104
30,4,1.374330,0.737424,0.477991,0.473208
30,5,1.378196,0.729101,0.481393,0.474253
30,6,1.369669,0.727399,0.486651,0.479500
30,7,1.381588,0.723165,0.486947,0.480667
30,8,1.379251,0.722943,0.491416,0.487055
30,9,1.372845,0.729175,0.494836,0.487602
30,10,1.388891,0.733210,0.482039,0.483591
30,11,1.382466,0.738673,0.479225,0.480842
30,12,1.383572,0.744831,0.477104,0.476773
30,13,1.382886,0.749493,0.473079,0.473943
30,14,1.380697,0.753441,0.471569,0.468889
30,15,1.388022,0.750668,0.467280,0.469329
30,16,1.388043,0.748004,0.469062,0.470522
30,17,1.397237,0.741318,0.465444,0.470940
30,18,1.399002,0.732147,0.471200,0.476900
30,19,1.390918,0.727390,0.474602,0.479416
30,20,1.392619,0.725926,0.477232,0.480343
30,21,1.388709,0.722988,0.477881,0.482612
30,22,1.391250,0.722779,0.480002,0.482553
30,23,1.385425,0.721164,0.481723,0.482865
30,24,1.385377,0.722292,0.482535,0.482608
30,25,1.385054,0.722307,0.482619,0.482505
30,26,1.384337,0.720269,0.485502,0.483513
30,27,1.388820,0.719209,0.484270,0.484743
30,28,1.387112,0.718898,0.483481,0.485257
30,29,1.379423,0.718731,0.487256,0.484938
30,30,1.389470,0.719932,0.483669,0.484913
30,31,1.382235,0.719221,0.488236,0.486047
30,32,1.370607,0.721643,0.487678,0.485485
30,33,1.382114,0.722497,0.485453,0.484628
30,34,1.381586,0.724889,0.485095,0.483234
30,35,1.387571,0.721808,0.482664,0.483017
30,36,1.389909,0.723006,0.484780,0.482547
30,37,1.383149,0.723527,0.483500,0.482421
30,38,1.385807,0.723145,0.483451,0.482575
30,39,1.381915,0.726532,0.484063,0.482267
30,40,1.379901,0.724626,0.484385,0.481382
30,41,1.385009,0.726871,0.481230,0.482184
30,42,1.385856,0.726820,0.482743,0.479745
30,43,1.381126,0.727041,0.483366,0.480869
30,44,1.375377,0.728006,0.482985,0.480395
30,45,1.381516,0.730610,0.482501,0.479847
30,46,1.379779,0.734435,0.481587,0.479438
30,47,1.392945,0.728089,0.482690,0.478090
30,48,1.383386,0.732796,0.479824,0.479364
30,49,1.385701,0.729081,0.481034,0.479632
31,1,1.395537,0.730161,0.481225,0.481328
31,2,1.386705,0.733636,0.479382,0.479488
31,3,1.403704,0.735350,0.474956,0.477797
31,4,1.380971,0.738756,0.475871,0.477051
31,5,1.387117,0.737707,0.477379,0.475736
31,6,1.383238,0.736556,0.476375,0.474452
31,7,1.375424,0.739951,0.477286,0.473724
31,8,1.376908,0.739613,0.476709,0.473930
31,9,1.374873,0.741310,0.475434,0.473862
31,10,1.375955,0.742967,0.473299,0.472285
31,11,1.375138,0.746486,0.472174,0.470671
31,12,1.388961,0.747015,0.468151,0.469897
31,13,1.381884,0.746029,0.468185,0.469493
31,14,1.378210,0.748818,0.467650,0.469720
31,15,1.387433,0.744348,0.466356,0.468549
31,16,1.391188,0.741503,0.469782,0.470834
31,17,1.385103,0.739737,0.469534,0.472140
31,18,1.389758,0.734713,0.471502,0.473627
31,19,1.390336,0.734980,0.471848,0.475403
31,20,1.388738,0.731856,0.475446,0.476104
31,21,1.386625,0.732514,0.476619,0.476625
31,22,1.382255,0.733855,0.476260,0.476587
31,23,1.388634,0.732548,0.476719,0.477583
31,24,1.380056,0.730448,0.479478,0.477939
31,25,1.378089,0.732130,0.479068,0.477592
31,26,1.370868,0.734045,0.481686,0.476548
31,27,1.369805,0.737466,0.481340,0.475667
31,28,1.372174,0.736864,0.483645,0.474684
31,29,1.362305,0.736088,0.485574,0.474957
31,30,1.367978,0.728136,0.488316,0.477459
31,31,1.365638,0.716265,0.497939,0.486547
31,32,1.383619,0.708902,0.498038,0.496135
31,33,1.394278,0.738416,0.491091,0.498285
31,34,1.369200,0.760795,0.481891,0.478052
31,35,1.363084,0.771459,0.470583,0.463615
31,36,1.365747,0.779076,0.463656,0.459549
31,37,1.385200,0.782204,0.455011,0.455908
31,38,1.392874,0.772658,0.454703,0.454473
31,39,1.398512,0.762424,0.452973,0.458377
31,40,1.390709,0.757555,0.460197,0.462700
31,41,1.376980,0.758115,0.461719,0.463353
31,42,1.388461,0.755512,0.461103,0.464909
31,43,1.380438,0.754818,0.462650,0.465840
31,44,1.389725,0.749022,0.465680,0.466919
31,45,1.388362,0.745037,0.469980,0.468610
31,46,1.380725,0.742877,0.470725,0.470615
31,47,1.387197,0.738117,0.473121,0.473232
31,48,1.374089,0.733802,0.477467,0.474768
31,49,1.376230,0.728301,0.483028,0.477946
32,1,1.369933,0.713435,0.492152,0.482754
32,2,1.390439,0.705606,0.497191,0.496539
32,3,1.399381,0.685618,0.495734,0.505072
32,4,1.417150,0.695395,0.501225,0.518919
32,5,1.409900,0.716301,0.490519,0.505034
32,6,1.393689,0.736795,0.480850,0.487230
32,7,1.387089,0.743568,0.472293,0.475418
32,8,1.388536,0.752667,0.469301,0.470778
32,9,1.377646,0.758654,0.467735,0.466057
32,10,1.379993,0.761051,0.464541,0.461828
32,11,1.371751,0.762992,0.463650,0.459375
32,12,1.376215,0.769301,0.463599,0.458847
32,13,1.370721,0.771616,0.462891,0.458537
32,14,1.369140,0.774697,0.462934,0.457160
32,15,1.378892,0.770821,0.459646,0.455529
32,16,1.387056,0.769781,0.459094,0.454614
32,17,1.382132,0.767729,0.461320,0.458131
32,18,1.381914,0.762266,0.464856,0.460558
32,19,1.388392,0.755503,0.464880,0.463194
32,20,1.378723,0.751145,0.467001,0.466511
32,21,1.377810,0.748278,0.468150,0.468960
32,22,1.402156,0.741811,0.466239,0.471049
32,23,1.382908,0.737522,0.469918,0.474278
32,24,1.383700,0.736935,0.469896,0.475693
32,25,1.384433,0.737406,0.469204,0.475593
32,26,1.397858,0.735145,0.470528,0.475098
32,27,1.391916,0.734436,0.470225,0.475327
32,28,1.394780,0.733688,0.472587,0.476190
32,29,1.386010,0.732469,0.472996,0.476383
32,30,1.377622,0.732805,0.475903,0.476501
32,31,1.376671,0.735991,0.476396,0.476092
32,32,1.379197,0.736367,0.476518,0.474374
32,33,1.384118,0.739239,0.475473,0.473960
32,34,1.381248,0.737750,0.476953,0.473827
32,35,1.374317,0.738436,0.479687,0.474172
32,36,1.386899,0.735242,0.477579,0.474607
32,37,1.377735,0.733588,0.478779,0.475401
32,38,1.374725,0.732453,0.479034,0.477019
32,39,1.383576,0.728075,0.479472,0.478779
32,40,1.381119,0.723944,0.483144,0.480381
32,41,1.380727,0.721317,0.484795,0.482302
32,42,1.380878,0.717400,0.486314,0.484742
32,43,1.382172,0.714215,0.486759,0.485983
32,44,1.388280,0.708382,0.488016,0.489084
32,45,1.387944,0.709939,0.489769,0.491917
32,46,1.389472,0.707511,0.491317,0.493301
32,47,1.384789,0.712347,0.490862,0.492322
32,48,1.386050,0.713826,0.488851,0.489558
32,49,1.390798,0.717473,0.486138,0.487876
33,1,1.382120,0.717297,0.488814,0.486614
33,2,1.388517,0.717699,0.486811,0.486709
33,3,1.385786,0.718038,0.486687,0.487055
33,4,1.378982,0.720925,0.485896,0.485802
33,5,1.383664,0.725030,0.484830,0.483496
33,6,1.381555,0.725716,0.485088,0.481901
33,7,1.375502,0.729557,0.484752,0.481867
33,8,1.374994,0.732057,0.483881,0.478600
33,9,1.381538,0.730639,0.481766,0.479866
33,10,1.379904,0.732417,0.480837,0.479570
33,11,1.385202,0.731756,0.478628,0.478176
33,12,1.386557,0.729845,0.480007,0.478841
33,13,1.381606,0.731372,0.478539,0.477963
33,14,1.381002,0.730833,0.479136,0.477666
33,15,1.385159,0.731768,0.478875,0.477817
33,16,1.390615,0.730635,0.479712,0.478795
33,17,1.380607,0.726174,0.480854,0.479711
33,18,1.386519,0.725696,0.481813,0.480642
33,19,1.385641,0.725792,0.481721,0.481276
33,20,1.386201,0.724383,0.481111,0.480780
33,21,1.378316,0.727146,0.482423,0.482110
33,22,1.378641,0.730287,0.480778,0.480297
33,23,1.386976,0.731834,0.480272,0.478645
33,24,1.381295,0.732146,0.480127,0.478383
33,25,1.383949,0.731082,0.480342,0.477749
33,26,1.379787,0.734782,0.478386,0.477376
33,27,1.390600,0.733031,0.476597,0.476801
33,28,1.377649,0.733845,0.479558,0.477129
33,29,1.380577,0.735761,0.478578,0.476038
33,30,1.376806,0.734341,0.480370,0.475983
33,31,1.375125,0.732777,0.483587,0.477166
33,32,1.374835,0.736213,0.481428,0.476291
33,33,1.374181,0.733282,0.481865,0.477101
33,34,1.377099,0.731264,0.482274,0.477616
33,35,1.372419,0.734975,0.479317,0.478549
33,36,1.379393,0.736022,0.480937,0.477798
33,37,1.373476,0.736235,0.479632,0.476248
33,38,1.377813,0.742256,0.478749,0.475281
33,39,1.378936,0.738947,0.476689,0.474307
33,40,1.386240,0.738040,0.476554,0.474959
33,41,1.373781,0.737094,0.477896,0.475440
33,42,1.372211,0.743336,0.479155,0.473239
33,43,1.371234,0.749793,0.475241,0.472674
33,44,1.371825,0.758317,0.471425,0.468744
33,45,1.373733,0.758935,0.469173,0.465922
33,46,1.372868,0.762615,0.467656,0.461334
33,47,1.395424,0.763042,0.463076,0.459965
33,48,1.384341,0.758339,0.465504,0.462758
33,49,1.378142,0.760491,0.464882,0.465929
34,1,1.377515,0.762253,0.467094,0.464436
34,2,1.378742,0.760101,0.467278,0.463065
34,3,1.386887,0.756187,0.468478,0.463269
34,4,1.375122,0.752933,0.472678,0.465320
34,5,1.367477,0.748673,0.473878,0.468217
34,6,1.367003,0.741634,0.481435,0.470641
34,7,1.373041,0.731099,0.480204,0.474873
34,8,1.365922,0.711817,0.496922,0.484699
34,9,1.385850,0.696340,0.501751,0.501079
34,10,1.402679,0.700527,0.502814,0.510370
34,11,1.400810,0.724701,0.501696,0.510705
34,12,1.388485,0.737492,0.492151,0.489495
34,13,1.380403,0.754765,0.476772,0.475044
34,14,1.385650,0.764338,0.468196,0.465304
34,15,1.373092,0.770108,0.468003,0.462409
34,16,1.369090,0.772198,0.466799,0.459018
34,17,1.392440,0.770697,0.460040,0.457032
34,18,1.375925,0.766841,0.461852,0.456675
34,19,1.382986,0.767862,0.464131,0.457241
34,20,1.359743,0.769011,0.466745,0.459690
34,21,1.382611,0.768546,0.466007,0.460032
34,22,1.384981,0.761628,0.464699,0.457490
34,23,1.369475,0.759410,0.469483,0.462834
34,24,1.374941,0.758124,0.467209,0.465744
34,25,1.386719,0.746666,0.468701,0.468451
34,26,1.388380,0.747821,0.471234,0.475302
34,27,1.394817,0.753378,0.469692,0.474645
34,28,1.378348,0.765553,0.466975,0.469635
34,29,1.381156,0.765507,0.468424,0.464221
34,30,1.385965,0.754344,0.466849,0.465468
34,31,1.384802,0.750204,0.468063,0.470473
34,32,1.378551,0.750128,0.468579,0.471830
34,33,1.394489,0.751491,0.465738,0.472529
34,34,1.398235,0.750498,0.467290,0.470416
34,35,1.376565,0.753109,0.472559,0.470194
34,36,1.360130,0.749202,0.483188,0.467925
34,37,1.346875,0.731571,0.500155,0.474047
34,38,1.364948,0.719669,0.513700,0.498588
34,39,1.392965,0.729270,0.506010,0.509817
34,40,1.388620,0.780581,0.496482,0.500206
34,41,1.390360,0.786514,0.457187,0.460599
34,42,1.400536,0.770658,0.459522,0.455249
34,43,1.370829,0.774095,0.470567,0.457040
34,44,1.392921,0.768233,0.463559,0.457894
34,45,1.375377,0.767499,0.462503,0.458645
34,46,1.351142,0.770817,0.470786,0.456815
34,47,1.373521,0.772829,0.467155,0.457646
34,48,1.361007,0.774720,0.475612,0.459361
34,49,1.364665,0.770455,0.474221,0.461467
35,1,1.364827,0.757240,0.479774,0.466851
35,2,1.377552,0.737522,0.488204,0.483176
35,3,1.395377,0.734330,0.479040,0.487696
35,4,1.408374,0.738307,0.475145,0.490430
35,5,1.407637,0.757906,0.469369,0.484416
35,6,1.380158,0.786987,0.460791,0.466887
35,7,1.381854,0.794285,0.457157,0.450320
35,8,1.351516,0.804778,0.454108,0.442393
35,9,1.366874,0.809775,0.451560,0.438696
35,10,1.361638,0.818290,0.450565,0.437761
35,11,1.374853,0.803600,0.453510,0.435224
35,12,1.365274,0.795386,0.447583,0.442509
35,13,1.389474,0.783306,0.448694,0.443889
35,14,1.381257,0.772382,0.456366,0.451380
35,15,1.395496,0.759914,0.457514,0.458826
35,16,1.396876,0.751395,0.458378,0.464173
35,17,1.400496,0.746830,0.463067,0.468177
35,18,1.383386,0.743363,0.469127,0.472714
35,19,1.391697,0.740057,0.468750,0.472960
35,20,1.387432,0.742195,0.469096,0.473558
35,21,1.387750,0.746674,0.471991,0.472721
35,22,1.385418,0.745941,0.472669,0.471925
35,23,1.375240,0.749696,0.474580,0.470101
35,24,1.367744,0.752132,0.479964,0.468491
35,25,1.371062,0.749693,0.478634,0.468202
35,26,1.369168,0.745598,0.483810,0.470593
35,27,1.368669,0.734338,0.488537,0.471937
35,28,1.368508,0.718973,0.493049,0.482641
35,29,1.365837,0.701405,0.512049,0.496428
35,30,1.412537,0.687968,0.508635,0.515206
35,31,1.417823,0.692446,0.506211,0.526865
35,32,1.412592,0.706481,0.503353,0.515400
35,33,1.409007,0.722387,0.487848,0.499686
35,34,1.376256,0.731074,0.486296,0.484756
35,35,1.389690,0.734811,0.479771,0.479469
35,36,1.377510,0.737399,0.479010,0.477223
35,37,1.383802,0.735709,0.478365,0.476641
35,38,1.386101,0.736275,0.477104,0.476021
35,39,1.389512,0.735037,0.478453,0.474952
35,40,1.377485,0.738795,0.474997,0.476295
35,41,1.378283,0.736586,0.477246,0.475889
35,42,1.389425,0.736804,0.477273,0.476701
35,43,1.381681,0.734050,0.479458,0.476933
35,44,1.375933,0.730848,0.482344,0.477836
35,45,1.385744,0.730621,0.478944,0.478994
35,46,1.386240,0.726905,0.480803,0.480229
35,47,1.387034,0.726503,0.482467,0.482329
35,48,1.380248,0.726415,0.489424,0.483257
35,49,1.372006,0.728721,0.492513,0.487594
36,1,1.374478,0.727715,0.490269,0.484213
36,2,1.386373,0.732563,0.484793,0.488123
36,3,1.383649,0.735844,0.483192,0.485218
36,4,1.392186,0.739021,0.474955,0.479695
36,5,1.382823,0.743410,0.476615,0.475973
36,6,1.382190,0.747639,0.473443,0.472635
36,7,1.374090,0.747304,0.474469,0.470181
36,8,1.379763,0.746932,0.471608,0.468574
36,9,1.380763,0.750932,0.470804,0.468798
36,10,1.383444,0.749546,0.471190,0.468506
36,11,1.365608,0.750847,0.472039,0.468474
36,12,1.372442,0.748783,0.471007,0.467452
36,13,1.385602,0.752099,0.469498,0.467674
36,14,1.389491,0.745299,0.470120,0.468490
36,15,1.378923,0.749896,0.470813,0.470302
36,16,1.383911,0.750853,0.470009,0.468497
36,17,1.381644,0.750907,0.469404,0.467223
36,18,1.382208,0.750822,0.470560,0.467441
36,19,1.370611,0.751115,0.472338,0.466660
36,20,1.376384,0.752545,0.472720,0.468517
36,21,1.377464,0.752208,0.471704,0.467010
36,22,1.375854,0.747941,0.473993,0.467290
36,23,1.365676,0.747140,0.474456,0.468267
36,24,1.370990,0.745415,0.473378,0.468656
36,25,1.377538,0.746937,0.472623,0.470695
36,26,1.380443,0.743086,0.474577,0.470403
36,27,1.382568,0.741205,0.475179,0.471102
36,28,1.378499,0.737236,0.474834,0.474234
36,29,1.384744,0.743662,0.474468,0.475800
36,30,1.388186,0.742692,0.470660,0.474471
36,31,1.371083,0.750172,0.470259,0.472357
36,32,1.386776,0.750573,0.467374,0.468546
36,33,1.388356,0.748134,0.463929,0.468156
36,34,1.386620,0.747217,0.466392,0.468302
36,35,1.400957,0.742473,0.466887,0.469558
36,36,1.373670,0.744543,0.470602,0.471575
36,37,1.389223,0.741416,0.470337,0.471918
36,38,1.383716,0.740917,0.471164,0.471832
36,39,1.378692,0.740687,0.472693,0.473470
36,40,1.372206,0.741029,0.474503,0.473877
36,41,1.387130,0.741208,0.472483,0.472731
36,42,1.387792,0.739573,0.471555,0.471749
36,43,1.377571,0.733652,0.478355,0.475772
36,44,1.374816,0.735303,0.480705,0.476365
36,45,1.367427,0.725000,0.486542,0.476157
36,46,1.370419,0.716989,0.491512,0.480234
36,47,1.370095,0.707876,0.500073,0.491226
36,48,1.384561,0.694869,0.503773,0.502830
36,49,1.389239,0.710959,0.519839,0.507547
37,1,1.385972,0.722232,0.494830,0.494407
37,2,1.381830,0.740093,0.485309,0.483802
37,3,1.374025,0.754357,0.478192,0.472804
37,4,1.389652,0.756586,0.471305,0.468613
37,5,1.367066,0.765211,0.471903,0.463685
37,6,1.385148,0.762746,0.469603,0.460703
37,7,1.359391,0.767629,0.467743,0.460320
37,8,1.380961,0.765018,0.465207,0.460979
37,9,1.384573,0.756884,0.466068,0.463868
37,10,1.400092,0.750891,0.466873,0.467164
37,11,1.389047,0.742979,0.466356,0.469451
37,12,1.391716,0.738582,0.469911,0.475071
37,13,1.384573,0.734353,0.472190,0.476790
37,14,1.385044,0.737824,0.473530,0.474940
37,15,1.387126,0.740773,0.471760,0.474653
37,16,1.386805,0.740971,0.472863,0.474287
37,17,1.380248,0.743146,0.474223,0.473554
37,18,1.375412,0.744246,0.475263,0.471715
37,19,1.380319,0.745638,0.475082,0.471806
37,20,1.374432,0.747545,0.478544,0.471114
37,21,1.360733,0.745443,0.481232,0.470210
37,22,1.358313,0.743157,0.487379,0.470338
37,23,1.345394,0.743262,0.499425,0.476542
37,24,1.343649,0.733900,0.512628,0.480205
37,25,1.352427,0.736460,0.510355,0.485659
37,26,1.365272,0.703058,0.518449,0.499273
37,27,1.416385,0.699622,0.511847,0.525605
37,28,1.437008,0.717821,0.500477,0.514976
37,29,1.434580,0.751546,0.470976,0.493952
37,30,1.388653,0.767928,0.467073,0.466417
37,31,1.398098,0.768628,0.455875,0.459104
37,32,1.361313,0.775340,0.460008,0.455015
37,33,1.403269,0.768962,0.460560,0.454381
37,34,1.361647,0.769037,0.467322,0.457179
37,35,1.371734,0.777056,0.464348,0.455516
37,36,1.360683,0.780663,0.466949,0.455667
37,37,1.362408,0.786833,0.465260,0.451464
37,38,1.351005,0.792908,0.466939,0.449560
37,39,1.377321,0.791546,0.462556,0.451026
37,40,1.377875,0.782933,0.466188,0.451369
37,41,1.352401,0.765993,0.469561,0.457800
37,42,1.380980,0.764562,0.464058,0.463165
37,43,1.395912,0.754398,0.461182,0.468362
37,44,1.390705,0.748345,0.468129,0.470194
37,45,1.391814,0.742256,0.467121,0.469722
37,46,1.384725,0.743735,0.471460,0.473892
37,47,1.386983,0.740750,0.476626,0.473487
37,48,1.379544,0.735956,0.483928,0.477475
37,49,1.358082,0.736130,0.490273,0.479715
38,1,1.376979,0.745423,0.487819,0.481714
38,2,1.382670,0.756401,0.481385,0.475979
38,3,1.362107,0.775412,0.476502,0.470792
38,4,1.380548,0.782186,0.464706,0.461326
38,5,1.387745,0.781271,0.461337,0.455295
38,6,1.397461,0.770144,0.452399,0.456071
38,7,1.384605,0.768080,0.456400,0.460344
38,8,1.393134,0.767280,0.458868,0.461541
38,9,1.389009,0.765687,0.464428,0.462902
38,10,1.375613,0.764004,0.466592,0.460273
38,11,1.382810,0.760892,0.466202,0.462417
38,12,1.376487,0.759618,0.468449,0.462475
38,13,1.369188,0.760801,0.467735,0.462458
38,14,1.379796,0.756671,0.472923,0.466378
38,15,1.376468,0.754239,0.470357,0.465455
38,16,1.372723,0.757006,0.470332,0.465831
38,17,1.359789,0.760010,0.473777,0.462420
38,18,1.360677,0.767244,0.469551,0.460259
38,19,1.364707,0.771487,0.470757,0.459726
38,20,1.358677,0.772787,0.469802,0.459534
38,21,1.368736,0.770146,0.465073,0.456341
38,22,1.376155,0.765147,0.465524,0.460572
38,23,1.377854,0.758335,0.467783,0.465422
38,24,1.387092,0.740613,0.469235,0.470925
38,25,1.380689,0.729544,0.477716,0.475459
38,26,1.376183,0.725245,0.482041,0.480097
38,27,1.368448,0.730612,0.497226,0.485532
38,28,1.380814,0.728729,0.482949,0.482509
38,29,1.387902,0.716450,0.494674,0.487419
38,30,1.376087,0.710016,0.502668,0.498338
38,31,1.383623,0.702602,0.503944,0.500944
38,32,1.419373,0.719314,0.489941,0.509170
38,33,1.406633,0.744602,0.483074,0.497329
38,34,1.379565,0.763781,0.485691,0.482786
38,35,1.372599,0.791398,0.478141,0.472718
38,36,1.368797,0.802232,0.469052,0.458127
38,37,1.375035,0.797326,0.459658,0.455184
38,38,1.367226,0.800599,0.454727,0.446788
38,39,1.380192,0.794255,0.456428,0.446400
38,40,1.392942,0.784860,0.446399,0.449197
38,41,1.366014,0.784981,0.460358,0.452454
38,42,1.386339,0.778638,0.453134,0.452336
